"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","variable","LLL","Day","DayN"
"3198","389","MM7-5","E","1","Hauser Creek","HAU3","Cool","Dry","LLL_0526",18.49,2014-05-26,14
"3199","390","MM7-5","F","1","Little Jameson","LIJ9","Cool","Dry","LLL_0526",19.27,2014-05-26,14
"3200","391","MM7-5","G","1","Middle Yuba","MYU5","Cool","Dry","LLL_0526",15.43,2014-05-26,14
"3201","392","MM7-5","H","1","Mill Creek","MIL11","Cool","Dry","LLL_0526",25.69,2014-05-26,14
"3202","393","MM7-5","I","1","North Fork Middle Tule","NMT6","Cool","Dry","LLL_0526",21.18,2014-05-26,14
"3203","394","MM7-5","J","1","Paradise Creek","PRD6","Cool","Dry","LLL_0526",18.74,2014-05-26,14
"3204","395","MM7-5","K","1","Rainbow Pool","RBW1","Cool","Dry","LLL_0526",30.55,2014-05-26,14
"3205","396","MM7-5","L","1","Redwood Creek","RWD9","Cool","Dry","LLL_0526",24.01,2014-05-26,14
"3206","397","MM7-5","M","1","Rock Creek","004aN1","Cool","Dry","LLL_0526",12.09,2014-05-26,14
"3207","398","MM7-5","N","1","Wawona","182aC2","Cool","Dry","LLL_0526",22.49,2014-05-26,14
"3208","399","MM7-5","A","2","West Fork Mojave River","WFM5","Cool","Dry","LLL_0526",29.57,2014-05-26,14
"3209","400","MM7-5","B","2","Whitewater Canyon","WWC11","Cool","Dry","LLL_0526",13.6,2014-05-26,14
"3210","401","MM7-5","C","2","Cottonwood Creek","356a","Cool","Dry","LLL_0526",6.8,2014-05-26,14
"3211","402","MM7-5","D","2","Cuyamaca Rancho","CUR9","Cool","Dry","LLL_0526",16.71,2014-05-26,14
"3212","403","MM7-5","E","2","Deep Creek","DPC3","Cool","Dry","LLL_0526",16.33,2014-05-26,14
"3213","404","MM7-5","F","2","Grade Road Palomar","GRP3","Cool","Dry","LLL_0526",25.15,2014-05-26,14
"3214","405","MM7-5","G","2","Hauser Creek","HAU5","Cool","Dry","LLL_0526",19.93,2014-05-26,14
"3215","406","MM7-5","H","2","Little Jameson","LIJ7","Cool","Dry","LLL_0526",17.29,2014-05-26,14
"3216","407","MM7-5","I","2","Middle Yuba","MYU3","Cool","Dry","LLL_0526",18.56,2014-05-26,14
"3217","408","MM7-5","J","2","Mill Creek","MIL3","Cool","Dry","LLL_0526",17.08,2014-05-26,14
"3218","409","MM7-5","K","2","North Fork Middle Tule","NMT7","Cool","Dry","LLL_0526",20.52,2014-05-26,14
"3219","410","MM7-5","L","2","Paradise Creek","PRD1","Cool","Dry","LLL_0526",15.89,2014-05-26,14
"3220","411","MM7-5","M","2","Rainbow Pool","RBW1","Cool","Dry","LLL_0526",12.51,2014-05-26,14
"3221","412","MM7-5","N","2","Redwood Creek","RWD2","Cool","Dry","LLL_0526",37.17,2014-05-26,14
"3222","413","MM7-5","A","3","Rock Creek","014aN1","Cool","Dry","LLL_0526",25.28,2014-05-26,14
"3223","414","MM7-5","B","3","Wawona","184aC2","Cool","Dry","LLL_0526",16.83,2014-05-26,14
"3224","415","MM7-5","C","3","West Fork Mojave River","WFM11","Cool","Dry","LLL_0526",24.02,2014-05-26,14
"3225","416","MM7-5","D","3","Whitewater Canyon","WWC9","Cool","Dry","LLL_0526",27.42,2014-05-26,14
"3226","417","MM7-5","E","3","Cottonwood Creek","353a","Cool","Dry","LLL_0526",11.67,2014-05-26,14
"3227","418","MM7-5","F","3","Cuyamaca Rancho","CUR1","Cool","Dry","LLL_0526",22.15,2014-05-26,14
"3228","419","MM7-5","G","3","Deep Creek","DPC1","Cool","Dry","LLL_0526",18.1,2014-05-26,14
"3229","420","MM7-5","H","3","Grade Road Palomar","GRP3","Cool","Dry","LLL_0526",27.93,2014-05-26,14
"3230","421","MM7-5","I","3","Hauser Creek","HAU1","Cool","Dry","LLL_0526",16.49,2014-05-26,14
"3231","423","MM7-5","K","3","Middle Yuba","MYU1","Cool","Dry","LLL_0526",19.38,2014-05-26,14
"3232","424","MM7-5","L","3","Mill Creek","MIL1","Cool","Dry","LLL_0526",14.22,2014-05-26,14
"3233","425","MM7-5","M","3","North Fork Middle Tule","NMT5","Cool","Dry","LLL_0526",17.21,2014-05-26,14
"3234","426","MM7-5","N","3","Paradise Creek","PRD3","Cool","Dry","LLL_0526",13.89,2014-05-26,14
"3235","427","MM7-5","A","4","Rainbow Pool","RBW3","Cool","Dry","LLL_0526",27,2014-05-26,14
"3236","428","MM7-5","B","4","Redwood Creek","RWD1","Cool","Dry","LLL_0526",10.39,2014-05-26,14
"3237","429","MM7-5","C","4","Rock Creek","001aN1","Cool","Dry","LLL_0526",12.87,2014-05-26,14
"3238","430","MM7-5","D","4","Wawona","192aC2","Cool","Dry","LLL_0526",17.61,2014-05-26,14
"3239","431","MM7-5","E","4","West Fork Mojave River","WFM9","Cool","Dry","LLL_0526",19.68,2014-05-26,14
"3240","432","MM7-5","F","4","Whitewater Canyon","WWC3","Cool","Dry","LLL_0526",16.92,2014-05-26,14
"3241","433","MM7-5","G","4","Cottonwood Creek","346a","Cool","Dry","LLL_0526",21.97,2014-05-26,14
"3242","434","MM7-5","H","4","Cuyamaca Rancho","CUR7","Cool","Dry","LLL_0526",21.66,2014-05-26,14
"3243","435","MM7-5","I","4","Deep Creek","DPC5","Cool","Dry","LLL_0526",12.44,2014-05-26,14
"3244","436","MM7-5","J","4","Grade Road Palomar","GRP1","Cool","Dry","LLL_0526",19,2014-05-26,14
"3245","437","MM7-5","K","4","Hauser Creek","HAU11","Cool","Dry","LLL_0526",22,2014-05-26,14
"3246","438","MM7-5","L","4","Little Jameson","LIJ3","Cool","Dry","LLL_0526",11.56,2014-05-26,14
"3247","439","MM7-5","M","4","Middle Yuba","MYU3","Cool","Dry","LLL_0526",11.59,2014-05-26,14
"3248","440","MM7-5","N","4","Mill Creek","MIL9","Cool","Dry","LLL_0526",22.69,2014-05-26,14
"3249","442","MM7-5","B","5","Paradise Creek","PRD5","Cool","Dry","LLL_0526",11.73,2014-05-26,14
"3250","443","MM7-5","C","5","Rainbow Pool","RBW3","Cool","Dry","LLL_0526",19.23,2014-05-26,14
"3251","445","MM7-5","E","5","Rock Creek","012aN1","Cool","Dry","LLL_0526",18.17,2014-05-26,14
"3252","447","MM7-5","G","5","West Fork Mojave River","WFM1","Cool","Dry","LLL_0526",4.55,2014-05-26,14
"3253","448","MM7-5","H","5","Whitewater Canyon","WWC7","Cool","Dry","LLL_0526",18.1,2014-05-26,14
"3254","449","MM7-5","I","5","Cottonwood Creek","370a","Cool","Dry","LLL_0526",28.98,2014-05-26,14
"3255","450","MM7-5","J","5","Cuyamaca Rancho","CUR5","Cool","Dry","LLL_0526",16.81,2014-05-26,14
"3256","451","MM7-5","K","5","Deep Creek","DPC3","Cool","Dry","LLL_0526",15.27,2014-05-26,14
"3257","452","MM7-5","L","5","Grade Road Palomar","GRP5","Cool","Dry","LLL_0526",22.14,2014-05-26,14
"3258","453","MM7-5","M","5","Hauser Creek","HAU9","Cool","Dry","LLL_0526",14.26,2014-05-26,14
"3259","454","MM7-5","N","5","Little Jameson","LIJ1","Cool","Dry","LLL_0526",6.47,2014-05-26,14
"3260","455","MM7-5","A","6","Middle Yuba","MYU1","Cool","Dry","LLL_0526",33.97,2014-05-26,14
"3261","456","MM7-5","B","6","Mill Creek","MIL7","Cool","Dry","LLL_0526",21.55,2014-05-26,14
"3262","457","MM7-5","C","6","North Fork Middle Tule","NMT2","Cool","Dry","LLL_0526",21.81,2014-05-26,14
"3263","458","MM7-5","D","6","Paradise Creek","PRD3","Cool","Dry","LLL_0526",14.66,2014-05-26,14
"3264","459","MM7-5","E","6","Rainbow Pool","RBW3","Cool","Dry","LLL_0526",20.83,2014-05-26,14
"3265","460","MM7-5","F","6","Redwood Creek","RWD7","Cool","Dry","LLL_0526",14.19,2014-05-26,14
"3266","461","MM7-5","G","6","Rock Creek","006aN1","Cool","Dry","LLL_0526",14.66,2014-05-26,14
"3267","463","MM7-5","I","6","West Fork Mojave River","WFM3","Cool","Dry","LLL_0526",17.84,2014-05-26,14
"3268","464","MM7-5","J","6","Whitewater Canyon","WWC5","Cool","Dry","LLL_0526",22.74,2014-05-26,14
"3269","465","MM7-5","K","6","Cottonwood Creek","355a","Cool","Dry","LLL_0526",34.3,2014-05-26,14
"3270","466","MM7-5","L","6","Cuyamaca Rancho","CUR3","Cool","Dry","LLL_0526",19.63,2014-05-26,14
"3271","467","MM7-5","M","6","Deep Creek","DPC1","Cool","Dry","LLL_0526",30.16,2014-05-26,14
"3272","468","MM7-5","A","7","Hauser Creek","HAU7","Cool","Dry","LLL_0526",10.57,2014-05-26,14
"3273","469","MM7-5","B","7","Little Jameson","LIJ5","Cool","Dry","LLL_0526",20.28,2014-05-26,14
"3274","470","MM7-5","D","7","Mill Creek","MIL5","Cool","Dry","LLL_0526",20.9,2014-05-26,14
"3275","471","MM7-5","E","7","North Fork Middle Tule","NMT4","Cool","Dry","LLL_0526",18.55,2014-05-26,14
"3276","473","MM7-5","G","7","Rainbow Pool","RBW1","Cool","Dry","LLL_0526",22.95,2014-05-26,14
"3277","474","MM7-5","H","7","Redwood Creek","RWD4","Cool","Dry","LLL_0526",22.13,2014-05-26,14
"3278","475","MM7-5","I","7","Rock Creek","009aN1","Cool","Dry","LLL_0526",27.41,2014-05-26,14
"3279","476","MM7-5","J","7","Wawona","188aC2","Cool","Dry","LLL_0526",22.19,2014-05-26,14
"3280","477","MM7-5","K","7","West Fork Mojave River","WFM7","Cool","Dry","LLL_0526",28.14,2014-05-26,14
"3281","480","MM7-5","L","7","Whitewater Canyon","WWC1","Cool","Dry","LLL_0526",14.64,2014-05-26,14
"3282","481","MM7-6","A","1","Cuyamaca Rancho","CUR12","Cool","Dry","LLL_0526",9.27,2014-05-26,14
"3283","482","MM7-6","B","1","Deep Creek","DPC2","Cool","Dry","LLL_0526",9.05,2014-05-26,14
"3284","483","MM7-6","C","1","Grade Road Palomar","GRP6","Cool","Dry","LLL_0526",23.42,2014-05-26,14
"3285","485","MM7-6","E","1","Little Jameson","LIJ8","Cool","Dry","LLL_0526",17.4,2014-05-26,14
"3286","486","MM7-6","F","1","Middle Yuba","MYU6","Cool","Dry","LLL_0526",12.33,2014-05-26,14
"3287","488","MM7-6","H","1","North Fork Middle Tule","NMT1","Cool","Dry","LLL_0526",20.34,2014-05-26,14
"3288","489","MM7-6","I","1","Paradise Creek","PRD4","Cool","Dry","LLL_0526",7.69,2014-05-26,14
"3289","490","MM7-6","J","1","Rainbow Pool","RBW2","Cool","Dry","LLL_0526",15.28,2014-05-26,14
"3290","491","MM7-6","K","1","Redwood Creek","RWD5","Cool","Dry","LLL_0526",21.25,2014-05-26,14
"3291","493","MM7-6","M","1","Wawona","183aC2","Cool","Dry","LLL_0526",15.18,2014-05-26,14
"3292","494","MM7-6","N","1","West Fork Mojave River","WFM10","Cool","Dry","LLL_0526",19.94,2014-05-26,14
"3293","495","MM7-6","A","2","Whitewater Canyon","WWC4","Cool","Dry","LLL_0526",16.82,2014-05-26,14
"3294","496","MM7-6","B","2","Cottonwood Creek","349a","Cool","Dry","LLL_0526",33.99,2014-05-26,14
"3295","497","MM7-6","C","2","Cuyamaca Rancho","CUR6","Cool","Dry","LLL_0526",15.67,2014-05-26,14
"3296","498","MM7-6","D","2","Deep Creek","DPC4","Cool","Dry","LLL_0526",13.23,2014-05-26,14
"3297","499","MM7-6","E","2","Grade Road Palomar","GRP4","Cool","Dry","LLL_0526",22.27,2014-05-26,14
"3298","500","MM7-6","F","2","Hauser Creek","HAU6","Cool","Dry","LLL_0526",26.25,2014-05-26,14
"3299","501","MM7-6","G","2","Little Jameson","LIJ4","Cool","Dry","LLL_0526",14.04,2014-05-26,14
"3300","502","MM7-6","H","2","Middle Yuba","MYU6","Cool","Dry","LLL_0526",10.46,2014-05-26,14
"3301","503","MM7-6","I","2","Mill Creek","MIL12","Cool","Dry","LLL_0526",24.87,2014-05-26,14
"3302","504","MM7-6","J","2","North Fork Middle Tule","NMT4","Cool","Dry","LLL_0526",20.8,2014-05-26,14
"3303","506","MM7-6","L","2","Rainbow Pool","RBW4","Cool","Dry","LLL_0526",15.71,2014-05-26,14
"3304","507","MM7-6","M","2","Redwood Creek","RWD8","Cool","Dry","LLL_0526",16.6,2014-05-26,14
"3305","509","MM7-6","A","3","Wawona","185aC2","Cool","Dry","LLL_0526",14.45,2014-05-26,14
"3306","510","MM7-6","B","3","West Fork Mojave River","WFM4","Cool","Dry","LLL_0526",11.4,2014-05-26,14
"3307","511","MM7-6","C","3","Whitewater Canyon","WWC12","Cool","Dry","LLL_0526",17.98,2014-05-26,14
"3308","512","MM7-6","D","3","Cottonwood Creek","361a","Cool","Dry","LLL_0526",15.74,2014-05-26,14
"3309","513","MM7-6","E","3","Cuyamaca Rancho","CUR8","Cool","Dry","LLL_0526",12.27,2014-05-26,14
"3310","514","MM7-6","F","3","Deep Creek","DPC2","Cool","Dry","LLL_0526",20.87,2014-05-26,14
"3311","515","MM7-6","G","3","Grade Road Palomar","GRP4","Cool","Dry","LLL_0526",26.5,2014-05-26,14
"3312","516","MM7-6","H","3","Hauser Creek","HAU4","Cool","Dry","LLL_0526",20.38,2014-05-26,14
"3313","517","MM7-6","I","3","Little Jameson","LIJ10","Cool","Dry","LLL_0526",17.27,2014-05-26,14
"3314","518","MM7-6","J","3","Middle Yuba","MYU4","Cool","Dry","LLL_0526",26.31,2014-05-26,14
"3315","519","MM7-6","K","3","Mill Creek","MIL4","Cool","Dry","LLL_0526",17.52,2014-05-26,14
"3316","520","MM7-6","L","3","North Fork Middle Tule","NMT3","Cool","Dry","LLL_0526",16.24,2014-05-26,14
"3317","522","MM7-6","N","3","Rainbow Pool","RBW2","Cool","Dry","LLL_0526",20.59,2014-05-26,14
"3318","523","MM7-6","A","4","Redwood Creek","RWD10","Cool","Dry","LLL_0526",22.9,2014-05-26,14
"3319","524","MM7-6","B","4","Rock Creek","002aN1","Cool","Dry","LLL_0526",22.62,2014-05-26,14
"3320","526","MM7-6","D","4","West Fork Mojave River","WFM6","Cool","Dry","LLL_0526",15.94,2014-05-26,14
"3321","527","MM7-6","E","4","Whitewater Canyon","WWC2","Cool","Dry","LLL_0526",13.12,2014-05-26,14
"3322","528","MM7-6","F","4","Cottonwood Creek","348a","Cool","Dry","LLL_0526",17.11,2014-05-26,14
"3323","529","MM7-6","G","4","Cuyamaca Rancho","CUR2","Cool","Dry","LLL_0526",17.85,2014-05-26,14
"3324","532","MM7-6","J","4","Hauser Creek","HAU2","Cool","Dry","LLL_0526",19.04,2014-05-26,14
"3325","533","MM7-6","K","4","Little Jameson","LIJ12","Cool","Dry","LLL_0526",20.73,2014-05-26,14
"3326","534","MM7-6","L","4","Middle Yuba","MYU2","Cool","Dry","LLL_0526",15.74,2014-05-26,14
"3327","535","MM7-6","M","4","Mill Creek","MIL2","Cool","Dry","LLL_0526",12.58,2014-05-26,14
"3328","536","MM7-6","N","4","North Fork Middle Tule","NMT8","Cool","Dry","LLL_0526",6.02,2014-05-26,14
"3329","537","MM7-6","A","5","Paradise Creek","PRD2","Cool","Dry","LLL_0526",27.76,2014-05-26,14
"3330","538","MM7-6","B","5","Rainbow Pool","RBW4","Cool","Dry","LLL_0526",24.46,2014-05-26,14
"3331","539","MM7-6","C","5","Redwood Creek","RWD1","Cool","Dry","LLL_0526",13.46,2014-05-26,14
"3332","540","MM7-6","D","5","Rock Creek","011aN1","Cool","Dry","LLL_0526",19.56,2014-05-26,14
"3333","541","MM7-6","E","5","Wawona","189aC2","Cool","Dry","LLL_0526",26.97,2014-05-26,14
"3334","542","MM7-6","F","5","West Fork Mojave River","WFM12","Cool","Dry","LLL_0526",18.72,2014-05-26,14
"3335","543","MM7-6","G","5","Whitewater Canyon","WWC8","Cool","Dry","LLL_0526",23.94,2014-05-26,14
"3336","544","MM7-6","H","5","Cottonwood Creek","371a","Cool","Dry","LLL_0526",21.21,2014-05-26,14
"3337","545","MM7-6","I","5","Cuyamaca Rancho","CUR10","Cool","Dry","LLL_0526",13.06,2014-05-26,14
"3338","547","MM7-6","K","5","Grade Road Palomar","GRP2","Cool","Dry","LLL_0526",23.69,2014-05-26,14
"3339","548","MM7-6","L","5","Hauser Creek","HAU8","Cool","Dry","LLL_0526",19.66,2014-05-26,14
"3340","549","MM7-6","M","5","Little Jameson","LIJ6","Cool","Dry","LLL_0526",9.29,2014-05-26,14
"3341","550","MM7-6","N","5","Middle Yuba","MYU4","Cool","Dry","LLL_0526",16.33,2014-05-26,14
"3342","551","MM7-6","A","6","Mill Creek","MIL6","Cool","Dry","LLL_0526",24.59,2014-05-26,14
"3343","552","MM7-6","B","6","North Fork Middle Tule","NMT7","Cool","Dry","LLL_0526",30.6,2014-05-26,14
"3344","553","MM7-6","C","6","Paradise Creek","PRD7","Cool","Dry","LLL_0526",37.44,2014-05-26,14
"3345","554","MM7-6","D","6","Rainbow Pool","RBW2","Cool","Dry","LLL_0526",9.55,2014-05-26,14
"3346","555","MM7-6","E","6","Redwood Creek","RWD2","Cool","Dry","LLL_0526",20.8,2014-05-26,14
"3347","556","MM7-6","F","6","Rock Creek","007aN1","Cool","Dry","LLL_0526",24.73,2014-05-26,14
"3348","557","MM7-6","G","6","Wawona","187aC2","Cool","Dry","LLL_0526",11.58,2014-05-26,14
"3349","558","MM7-6","H","6","West Fork Mojave River","WFM2","Cool","Dry","LLL_0526",9.93,2014-05-26,14
"3350","559","MM7-6","I","6","Whitewater Canyon","WWC10","Cool","Dry","LLL_0526",12.5,2014-05-26,14
"3351","560","MM7-6","J","6","Cottonwood Creek","362a","Cool","Dry","LLL_0526",22.17,2014-05-26,14
"3352","561","MM7-6","K","6","Cuyamaca Rancho","CUR4","Cool","Dry","LLL_0526",16.92,2014-05-26,14
"3353","562","MM7-6","L","6","Deep Creek","DPC6","Cool","Dry","LLL_0526",18.89,2014-05-26,14
"3354","563","MM7-6","M","6","Grade Road Palomar","GRP2","Cool","Dry","LLL_0526",35.05,2014-05-26,14
"3355","564","MM7-6","N","6","Hauser Creek","HAU12","Cool","Dry","LLL_0526",19.2,2014-05-26,14
"3356","565","MM7-6","B","7","Middle Yuba","MYU2","Cool","Dry","LLL_0526",26.48,2014-05-26,14
"3357","567","MM7-6","D","7","North Fork Middle Tule","NMT5","Cool","Dry","LLL_0526",29.99,2014-05-26,14
"3358","568","MM7-6","G","7","Redwood Creek","RWD7","Cool","Dry","LLL_0526",10.98,2014-05-26,14
"3359","569","MM7-6","H","7","Rock Creek","015aN1","Cool","Dry","LLL_0526",12.29,2014-05-26,14
"3360","570","MM7-6","I","7","Wawona","191aC2","Cool","Dry","LLL_0526",17,2014-05-26,14
"3361","571","MM7-6","J","7","West Fork Mojave River","WFM8","Cool","Dry","LLL_0526",20.28,2014-05-26,14
"3362","572","MM7-6","K","7","Whitewater Canyon","WWC6","Cool","Dry","LLL_0526",26.11,2014-05-26,14
"3363","573","MM7-6","L","7","Cottonwood Creek","364a","Cool","Dry","LLL_0526",13.07,2014-05-26,14
"3364","574","MM7-6","A","7","Little Jameson","LIJ2","Cool","Dry","LLL_0526",15.16,2014-05-26,14
"3365","577","MM7-7","A","1","Grade Road Palomar","GRP5","Cool","Wet","LLL_0526",21.44,2014-05-26,14
"3366","578","MM7-7","B","1","Hauser Creek","HAU3","Cool","Wet","LLL_0526",22.09,2014-05-26,14
"3367","579","MM7-7","C","1","Little Jameson","LIJ7","Cool","Wet","LLL_0526",17.23,2014-05-26,14
"3368","580","MM7-7","D","1","Middle Yuba","MYU1","Cool","Wet","LLL_0526",13.81,2014-05-26,14
"3369","582","MM7-7","F","1","North Fork Middle Tule","NMT1","Cool","Wet","LLL_0526",19.08,2014-05-26,14
"3370","583","MM7-7","G","1","Paradise Creek","PRD5","Cool","Wet","LLL_0526",10.98,2014-05-26,14
"3371","584","MM7-7","H","1","Rainbow Pool","RBW1","Cool","Wet","LLL_0526",21.24,2014-05-26,14
"3372","585","MM7-7","I","1","Redwood Creek","RWD4","Cool","Wet","LLL_0526",15.62,2014-05-26,14
"3373","586","MM7-7","J","1","Rock Creek","012aN1","Cool","Wet","LLL_0526",19.9,2014-05-26,14
"3374","587","MM7-7","K","1","Wawona","186aC2","Cool","Wet","LLL_0526",21.45,2014-05-26,14
"3375","588","MM7-7","L","1","West Fork Mojave River","WFM11","Cool","Wet","LLL_0526",18.08,2014-05-26,14
"3376","589","MM7-7","M","1","Whitewater Canyon","WWC7","Cool","Wet","LLL_0526",12.98,2014-05-26,14
"3377","590","MM7-7","N","1","Cottonwood Creek","346a","Cool","Wet","LLL_0526",17.73,2014-05-26,14
"3378","591","MM7-7","A","2","Cuyamaca Rancho","CUR3","Cool","Wet","LLL_0526",20.12,2014-05-26,14
"3379","593","MM7-7","C","2","Grade Road Palomar","GRP1","Cool","Wet","LLL_0526",18.4,2014-05-26,14
"3380","594","MM7-7","D","2","Hauser Creek","HAU5","Cool","Wet","LLL_0526",13.29,2014-05-26,14
"3381","595","MM7-7","E","2","Little Jameson","LIJ11","Cool","Wet","LLL_0526",10.66,2014-05-26,14
"3382","596","MM7-7","F","2","Middle Yuba","MYU1","Cool","Wet","LLL_0526",1.75,2014-05-26,14
"3383","597","MM7-7","G","2","Mill Creek","MIL1","Cool","Wet","LLL_0526",16.82,2014-05-26,14
"3384","598","MM7-7","H","2","North Fork Middle Tule","NMT4","Cool","Wet","LLL_0526",26.4,2014-05-26,14
"3385","599","MM7-7","I","2","Paradise Creek","PRD3","Cool","Wet","LLL_0526",12.51,2014-05-26,14
"3386","600","MM7-7","J","2","Rainbow Pool","RBW1","Cool","Wet","LLL_0526",28.59,2014-05-26,14
"3387","601","MM7-7","K","2","Redwood Creek","RWD7","Cool","Wet","LLL_0526",14.3,2014-05-26,14
"3388","602","MM7-7","L","2","Rock Creek","001aN1","Cool","Wet","LLL_0526",14.99,2014-05-26,14
"3389","603","MM7-7","M","2","Wawona","192aC2","Cool","Wet","LLL_0526",18.44,2014-05-26,14
"3390","604","MM7-7","N","2","West Fork Mojave River","WFM9","Cool","Wet","LLL_0526",19.54,2014-05-26,14
"3391","605","MM7-7","A","3","Whitewater Canyon","WWC9","Cool","Wet","LLL_0526",11.7,2014-05-26,14
"3392","606","MM7-7","B","3","Cottonwood Creek","355a","Cool","Wet","LLL_0526",31.36,2014-05-26,14
"3393","607","MM7-7","C","3","Cuyamaca Rancho","CUR1","Cool","Wet","LLL_0526",20.18,2014-05-26,14
"3394","608","MM7-7","D","3","Deep Creek","DPC1","Cool","Wet","LLL_0526",21.94,2014-05-26,14
"3395","609","MM7-7","E","3","Grade Road Palomar","GRP7","Cool","Wet","LLL_0526",18.01,2014-05-26,14
"3396","610","MM7-7","F","3","Hauser Creek","HAU1","Cool","Wet","LLL_0526",2.23,2014-05-26,14
"3397","611","MM7-7","G","3","Little Jameson","LIJ5","Cool","Wet","LLL_0526",16.68,2014-05-26,14
"3398","613","MM7-7","I","3","Mill Creek","MIL7","Cool","Wet","LLL_0526",19.62,2014-05-26,14
"3399","614","MM7-7","J","3","North Fork Middle Tule","NMT6","Cool","Wet","LLL_0526",15.22,2014-05-26,14
"3400","615","MM7-7","K","3","Paradise Creek","PRD3","Cool","Wet","LLL_0526",14.66,2014-05-26,14
"3401","616","MM7-7","L","3","Rainbow Pool","RBW3","Cool","Wet","LLL_0526",19.92,2014-05-26,14
"3402","617","MM7-7","M","3","Redwood Creek","RWD1","Cool","Wet","LLL_0526",24.86,2014-05-26,14
"3403","618","MM7-7","N","3","Rock Creek","006aN1","Cool","Wet","LLL_0526",12.99,2014-05-26,14
"3404","619","MM7-7","A","4","Wawona","190aC2","Cool","Wet","LLL_0526",15.36,2014-05-26,14
"3405","620","MM7-7","B","4","West Fork Mojave River","WFM5","Cool","Wet","LLL_0526",20.11,2014-05-26,14
"3406","621","MM7-7","C","4","Whitewater Canyon","WWC11","Cool","Wet","LLL_0526",22.91,2014-05-26,14
"3407","623","MM7-7","E","4","Cuyamaca Rancho","CUR5","Cool","Wet","LLL_0526",18.87,2014-05-26,14
"3408","624","MM7-7","F","4","Deep Creek","DPC3","Cool","Wet","LLL_0526",32.3,2014-05-26,14
"3409","625","MM7-7","G","4","Grade Road Palomar","GRP3","Cool","Wet","LLL_0526",16.57,2014-05-26,14
"3410","626","MM7-7","H","4","Hauser Creek","HAU11","Cool","Wet","LLL_0526",16.27,2014-05-26,14
"3411","627","MM7-7","I","4","Little Jameson","LIJ3","Cool","Wet","LLL_0526",6.97,2014-05-26,14
"3412","628","MM7-7","J","4","Middle Yuba","MYU3","Cool","Wet","LLL_0526",20.7,2014-05-26,14
"3413","629","MM7-7","K","4","Mill Creek","MIL9","Cool","Wet","LLL_0526",18.01,2014-05-26,14
"3414","630","MM7-7","L","4","North Fork Middle Tule","NMT7","Cool","Wet","LLL_0526",14.9,2014-05-26,14
"3415","631","MM7-7","M","4","Paradise Creek","PRD6","Cool","Wet","LLL_0526",19.5,2014-05-26,14
"3416","632","MM7-7","N","4","Rainbow Pool","RBW3","Cool","Wet","LLL_0526",26.33,2014-05-26,14
"3417","633","MM7-7","A","5","Redwood Creek","RWD9","Cool","Wet","LLL_0526",19.96,2014-05-26,14
"3418","634","MM7-7","B","5","Rock Creek","009aN1","Cool","Wet","LLL_0526",17.37,2014-05-26,14
"3419","635","MM7-7","C","5","Wawona","184aC2","Cool","Wet","LLL_0526",13.69,2014-05-26,14
"3420","636","MM7-7","D","5","West Fork Mojave River","WFM3","Cool","Wet","LLL_0526",20.8,2014-05-26,14
"3421","637","MM7-7","E","5","Whitewater Canyon","WWC3","Cool","Wet","LLL_0526",15.38,2014-05-26,14
